Date,CountrySubArea,CountrySubAreaUnit,Quantity
2015 51,Central,Jiangsu,15060
2015 52,Central,Jiangsu,14380
2015 53,Central,Jiangsu,14590
2016 01,Central,Jiangsu,15190
2016 02,Central,Jiangsu,15430
2016 03,Central,Jiangsu,15380
2016 04,Central,Jiangsu,14730
2016 05,Central,Jiangsu,14730
2016 06,Central,Jiangsu,14740
2016 07,Central,Jiangsu,14550
2016 08,Central,Jiangsu,14840
2016 09,Central,Jiangsu,15310
2016 10,Central,Jiangsu,15500
2016 11,Central,Jiangsu,15090
2016 12,Central,Jiangsu,15740
2016 13,Central,Jiangsu,16100
2016 14,Central,Jiangsu,16670
2016 15,Central,Jiangsu,15900
2016 16,Central,Jiangsu,16000
2016 17,Central,Jiangsu,16090
2016 18,Central,Jiangsu,16240
2016 19,Central,Jiangsu,16450
2016 20,Central,Jiangsu,17220
2016 21,Central,Jiangsu,17230
2016 22,Central,Jiangsu,17360
2016 23,Central,Jiangsu,16940
2016 24,Central,Jiangsu,16790
2016 25,Central,Jiangsu,16810
2016 26,Central,Jiangsu,17470
2016 27,Central,Jiangsu,17450
2016 28,Central,Jiangsu,17980
2016 29,Central,Jiangsu,18540
2016 30,Central,Jiangsu,18670
2016 31,Central,Jiangsu,18190
2016 32,Central,Jiangsu,18540
2016 33,Central,Jiangsu,18300
2016 34,Central,Jiangsu,18310
2016 35,Central,Jiangsu,17730
2016 36,Central,Jiangsu,17180
2016 37,Central,Jiangsu,16660
2016 38,Central,Jiangsu,16520
2016 39,Central,Jiangsu,16470
2016 40,Central,Jiangsu,16430
2016 41,Central,Jiangsu,17000
2016 42,Central,Jiangsu,17010
2016 43,Central,Jiangsu,17010
2016 44,Central,Jiangsu,16930
2016 45,Central,Jiangsu,16930
2016 46,Central,Jiangsu,17640
2016 47,Central,Jiangsu,17600
2016 48,Central,Jiangsu,18070
2016 49,Central,Jiangsu,18300
2016 50,Central,Jiangsu,18400
2016 51,Central,Jiangsu,18240
2016 52,Central,Jiangsu,17850
2017 01,Central,Jiangsu,18400
2017 02,Central,Jiangsu,19190
2017 03,Central,Jiangsu,19200
2017 04,Central,Jiangsu,19650
2017 05,Central,Jiangsu,20220
2017 06,Central,Jiangsu,20820
2017 07,Central,Jiangsu,21470
2017 08,Central,Jiangsu,21470
2017 09,Central,Jiangsu,22040
2017 10,Central,Jiangsu,22330
2017 11,Central,Jiangsu,21810
2017 12,Central,Jiangsu,22130
2017 13,Central,Jiangsu,23100
2017 14,Central,Jiangsu,23440
2017 15,Central,Jiangsu,23570
2017 16,Central,Jiangsu,23500
2017 17,Central,Jiangsu,22980
2017 18,Central,Jiangsu,22650
2017 19,Central,Jiangsu,23640
2017 20,Central,Jiangsu,23650
2017 21,Central,Jiangsu,23780
2017 22,Central,Jiangsu,24280
2017 23,Central,Jiangsu,24550
2017 24,Central,Jiangsu,25520
2017 25,Central,Jiangsu,22870
2017 26,Central,Jiangsu,24900
2017 27,Central,Jiangsu,24730
2017 28,Central,Jiangsu,24580
2017 29,Central,Jiangsu,24640
2017 30,Central,Jiangsu,24080
2017 31,Central,Jiangsu,23530
2017 32,Central,Jiangsu,22730
2017 33,Central,Jiangsu,22180
2017 34,Central,Jiangsu,22500
2017 35,Central,Jiangsu,22800
2017 36,Central,Jiangsu,23110
2017 37,Central,Jiangsu,22940
2017 38,Central,Jiangsu,22950
2017 39,Central,Jiangsu,23280
2017 40,Central,Jiangsu,23720
2017 41,Central,Jiangsu,23720
2017 42,Central,Jiangsu,22270
2017 43,Central,Jiangsu,20800
2017 44,Central,Jiangsu,20900
2017 45,Central,Jiangsu,20760
2017 46,Central,Jiangsu,21570
2017 47,Central,Jiangsu,21420
2017 48,Central,Jiangsu,21980
2017 49,Central,Jiangsu,22340
2017 50,Central,Jiangsu,22320
2017 51,Central,Jiangsu,23470
2017 52,Central,Jiangsu,23420
2018 01,Central,Jiangsu,23790
2018 02,Central,Jiangsu,22220
2018 03,Central,Jiangsu,23710
2018 04,Central,Jiangsu,23350
2018 05,Central,Jiangsu,22580
2018 06,Central,Jiangsu,21500
2018 07,Central,Jiangsu,21940
2018 08,Central,Jiangsu,21940
2018 09,Central,Jiangsu,22510
2018 10,Central,Jiangsu,22000
2018 11,Central,Jiangsu,21900
2018 12,Central,Jiangsu,22150
2018 13,Central,Jiangsu,22090
2018 14,Central,Jiangsu,21980
2018 15,Central,Jiangsu,21980
2018 16,Central,Jiangsu,22150
2018 17,Central,Jiangsu,22340
2018 18,Central,Jiangsu,22100
2018 19,Central,Jiangsu,22870
2018 20,Central,Jiangsu,22870
2018 21,Central,Jiangsu,23230
2018 22,Central,Jiangsu,24370
2018 23,Central,Jiangsu,23340
2018 24,Central,Jiangsu,24570
2018 25,Central,Jiangsu,23760
2018 26,Central,Jiangsu,24230
2018 27,Central,Jiangsu,23450
2018 28,Central,Jiangsu,22850
2018 29,Central,Jiangsu,23150
2018 30,Central,Jiangsu,22920
2018 31,Central,Jiangsu,22700
2018 32,Central,Jiangsu,22840
2018 33,Central,Jiangsu,22840
2018 34,Central,Jiangsu,21670
2018 35,Central,Jiangsu,21670
2018 36,Central,Jiangsu,21390
2018 37,Central,Jiangsu,21320
2018 38,Central,Jiangsu,20770
2018 39,Central,Jiangsu,20080
2018 40,Central,Jiangsu,20080
2018 41,Central,Jiangsu,19960
2018 42,Central,Jiangsu,19960
2018 43,Central,Jiangsu,20330
2018 44,Central,Jiangsu,19960
2018 45,Central,Jiangsu,20430
2018 46,Central,Jiangsu,20940
2018 47,Central,Jiangsu,21000
2018 48,Central,Jiangsu,21000
2018 49,Central,Jiangsu,20470
2018 50,Central,Jiangsu,20290
2018 51,Central,Jiangsu,20230
2018 52,Central,Jiangsu,20570
2019 01,Central,Jiangsu,19810
2019 02,Central,Jiangsu,19560
2019 03,Central,Jiangsu,20200
2019 04,Central,Jiangsu,20200
2019 05,Central,Jiangsu,19220
2019 06,Central,Jiangsu,19780
2019 07,Central,Jiangsu,19780
2019 08,Central,Jiangsu,20240
2019 09,Central,Jiangsu,20400
2019 10,Central,Jiangsu,20550
2019 11,Central,Jiangsu,20440
2019 12,Central,Jiangsu,20640
2019 13,Central,Jiangsu,21210
2019 14,Central,Jiangsu,21050
2019 15,Central,Jiangsu,20860
2019 16,Central,Jiangsu,20440
2019 17,Central,Jiangsu,20020
2019 18,Central,Jiangsu,19780
2019 19,Central,Jiangsu,19100
2019 20,Central,Jiangsu,19300
2019 21,Central,Jiangsu,18620
2019 22,Central,Jiangsu,17930
2019 23,Central,Jiangsu,17760
2019 24,Central,Jiangsu,17910
2019 25,Central,Jiangsu,17020
2019 26,Central,Jiangsu,16760
2019 27,Central,Jiangsu,17180
2019 28,Central,Jiangsu,17560
2019 29,Central,Jiangsu,18740
2019 30,Central,Jiangsu,18730
2019 31,Central,Jiangsu,18870
2019 32,Central,Jiangsu,19190
2019 33,Central,Jiangsu,18080
2019 34,Central,Jiangsu,17880
2019 35,Central,Jiangsu,18150
2019 36,Central,Jiangsu,18520
2019 37,Central,Jiangsu,18050
2019 38,Central,Jiangsu,18550
2019 39,Central,Jiangsu,17280
2019 40,Central,Jiangsu,16330
2019 41,Central,Jiangsu,16330
2019 42,Central,Jiangsu,16570
2019 43,Central,Jiangsu,16130
2019 44,Central,Jiangsu,16100
2019 45,Central,Jiangsu,16500
2019 46,Central,Jiangsu,16360
2019 47,Central,Jiangsu,17690
2019 48,Central,Jiangsu,18540
2019 49,Central,Jiangsu,18680
2019 50,Central,Jiangsu,18180
2019 51,Central,Jiangsu,19190
2019 52,Central,Jiangsu,18740
2020 01,Central,Jiangsu,18400
2020 02,Central,Jiangsu,18100
2020 03,Central,Jiangsu,18030
2020 04,Central,Jiangsu,17580
2020 05,Central,Jiangsu,17510
2020 06,Central,Jiangsu,17510
2020 07,Central,Jiangsu,16870
2020 08,Central,Jiangsu,16870
2020 09,Central,Jiangsu,16940
2020 10,Central,Jiangsu,16960
2020 11,Central,Jiangsu,16630
2020 12,Central,Jiangsu,16750
2020 13,Central,Jiangsu,16550
2020 14,Central,Jiangsu,16070
2020 15,Central,Jiangsu,15950
2020 16,Central,Jiangsu,16320
2020 17,Central,Jiangsu,16560
2020 18,Central,Jiangsu,17000
2020 19,Central,Jiangsu,17370
2020 20,Central,Jiangsu,17250
2020 21,Central,Jiangsu,18610
2020 22,Central,Jiangsu,18120
2020 23,Central,Jiangsu,18270
2020 24,Central,Jiangsu,18520
2020 25,Central,Jiangsu,18210
2020 26,Central,Jiangsu,18860
2020 27,Central,Jiangsu,18350
2020 28,Central,Jiangsu,17960
2020 29,Central,Jiangsu,18370
2020 30,Central,Jiangsu,19140
2020 31,Central,Jiangsu,19830
2020 32,Central,Jiangsu,19530
2020 33,Central,Jiangsu,18500
2020 34,Central,Jiangsu,17700
2020 35,Central,Jiangsu,17190
2020 36,Central,Jiangsu,16950
2020 37,Central,Jiangsu,15890
2020 38,Central,Jiangsu,16240
2020 39,Central,Jiangsu,16430
2020 40,Central,Jiangsu,16430
2020 41,Central,Jiangsu,16910
2020 42,Central,Jiangsu,16910
2020 43,Central,Jiangsu,17440
2020 44,Central,Jiangsu,17650
2020 45,Central,Jiangsu,18550
2020 46,Central,Jiangsu,18930
2020 47,Central,Jiangsu,19640
2020 48,Central,Jiangsu,19280
2020 49,Central,Jiangsu,19250
2020 50,Central,Jiangsu,19400
2020 51,Central,Jiangsu,19340
2020 52,Central,Jiangsu,18720
2020 53,Central,Jiangsu,19010
2021 01,Central,Jiangsu,18610
2021 02,Central,Jiangsu,18750
2021 03,Central,Jiangsu,18390
2021 04,Central,Jiangsu,18450
2021 05,Central,Jiangsu,18920
2021 06,Central,Jiangsu,20370
2021 07,Central,Jiangsu,20370
2021 08,Central,Jiangsu,20810
2021 09,Central,Jiangsu,20440
2021 10,Central,Jiangsu,19660
2021 11,Central,Jiangsu,20500
2021 12,Central,Jiangsu,20080
2021 13,Central,Jiangsu,19940
2021 14,Central,Jiangsu,18950
2021 15,Central,Jiangsu,18400
2021 16,Central,Jiangsu,18730
2021 17,Central,Jiangsu,17490
2021 18,Central,Jiangsu,17790
2021 19,Central,Jiangsu,17510
2021 20,Central,Jiangsu,18110
2021 21,Central,Jiangsu,19360
2021 22,Central,Jiangsu,19750
2021 23,Central,Jiangsu,19610
2021 24,Central,Jiangsu,19200
2021 25,Central,Jiangsu,19840
2021 26,Central,Jiangsu,19690
2021 27,Central,Jiangsu,20070
2021 28,Central,Jiangsu,19990
2021 29,Central,Jiangsu,20600
2021 30,Central,Jiangsu,19380
2021 31,Central,Jiangsu,18840
2021 32,Central,Jiangsu,18730
2021 33,Central,Jiangsu,18610
2021 34,Central,Jiangsu,18880
2021 35,Central,Jiangsu,19380
2021 36,Central,Jiangsu,19560
2021 37,Central,Jiangsu,18960
2021 38,Central,Jiangsu,17980
2021 39,Central,Jiangsu,18470
2021 40,Central,Jiangsu,18800
2021 41,Central,Jiangsu,18740
2021 42,Central,Jiangsu,19210
2021 43,Central,Jiangsu,18680
2021 44,Central,Jiangsu,19280
2021 45,Central,Jiangsu,19720
2021 46,Central,Jiangsu,20060
2021 47,Central,Jiangsu,19810
2021 48,Central,Jiangsu,20290
2021 49,Central,Jiangsu,20190
2021 50,Central,Jiangsu,19820
2021 51,Central,Jiangsu,19930
2021 52,Central,Jiangsu,19400
2022 01,Central,Jiangsu,19220
2022 02,Central,Jiangsu,19330
2022 03,Central,Jiangsu,18960
2022 04,Central,Jiangsu,19220
2022 05,Central,Jiangsu,20920
2022 06,Central,Jiangsu,21400
2022 07,Central,Jiangsu,21880
2022 08,Central,Jiangsu,21440
2022 09,Central,Jiangsu,20830
2022 10,Central,Jiangsu,20680
2022 11,Central,Jiangsu,19980
2022 12,Central,Jiangsu,19380
2022 13,Central,Jiangsu,19030
2022 14,Central,Jiangsu,19410
2022 15,Central,Jiangsu,18880
2022 16,Central,Jiangsu,18010
2022 17,Central,Jiangsu,17940
2022 18,Central,Jiangsu,17820
2022 19,Central,Jiangsu,17610
2022 20,Central,Jiangsu,18230
2022 21,Central,Jiangsu,18450
2022 22,Central,Jiangsu,19330
2022 23,Central,Jiangsu,18910
2022 24,Central,Jiangsu,18980
2022 25,Central,Jiangsu,18880
2022 26,Central,Jiangsu,18750
2022 27,Central,Jiangsu,18450
2022 28,Central,Jiangsu,18660
2022 29,Central,Jiangsu,18760
2022 30,Central,Jiangsu,18810
2022 31,Central,Jiangsu,18840
2022 32,Central,Jiangsu,19020
2022 33,Central,Jiangsu,19340
2022 34,Central,Jiangsu,18880
2022 35,Central,Jiangsu,18380
2022 36,Central,Jiangsu,17110
2022 37,Central,Jiangsu,17450
2022 38,Central,Jiangsu,16000
2022 39,Central,Jiangsu,15390
2022 40,Central,Jiangsu,16310
2022 41,Central,Jiangsu,15600
2022 42,Central,Jiangsu,16000
2022 43,Central,Jiangsu,16530
2022 44,Central,Jiangsu,16980
2022 45,Central,Jiangsu,17340
2022 46,Central,Jiangsu,17510
2022 47,Central,Jiangsu,18240
2022 48,Central,Jiangsu,18170
2022 49,Central,Jiangsu,17730
2022 50,Central,Jiangsu,18160
2022 51,Central,Jiangsu,18230
2022 52,Central,Jiangsu,17970
2023 01,Central,Jiangsu,18110
2023 02,Central,Jiangsu,19380
2023 03,Central,Jiangsu,19360
2023 04,Central,Jiangsu,20900
2023 05,Central,Jiangsu,21930
2023 06,Central,Jiangsu,22410
2023 07,Central,Jiangsu,22750
2023 08,Central,Jiangsu,23230
2023 09,Central,Jiangsu,22600
2023 10,Central,Jiangsu,21720
2023 11,Central,Jiangsu,21370
2023 12,Central,Jiangsu,20240
2023 13,Central,Jiangsu,20150
2023 14,Central,Jiangsu,19770
2023 15,Central,Jiangsu,19010
2023 16,Central,Jiangsu,18230
2023 17,Central,Jiangsu,18289
2015 01,North,Liaoning,5290
2015 02,North,Liaoning,5400
2015 03,North,Liaoning,5650
2015 04,North,Liaoning,5640
2015 05,North,Liaoning,5580
2015 06,North,Liaoning,5440
2015 07,North,Liaoning,5130
2015 08,North,Liaoning,4860
2015 09,North,Liaoning,4860
2015 10,North,Liaoning,4530
2015 11,North,Liaoning,5280
2015 12,North,Liaoning,4810
2015 13,North,Liaoning,4320
2015 14,North,Liaoning,4290
2015 15,North,Liaoning,4730
2015 16,North,Liaoning,4570
2015 17,North,Liaoning,4850
2015 18,North,Liaoning,4890
2015 19,North,Liaoning,5080
2015 20,North,Liaoning,4950
2015 21,North,Liaoning,4940
2015 22,North,Liaoning,5060
2015 23,North,Liaoning,5400
2015 24,North,Liaoning,5340
2015 25,North,Liaoning,5040
2015 26,North,Liaoning,5310
2015 27,North,Liaoning,4920
2015 28,North,Liaoning,4840
2015 29,North,Liaoning,4900
2015 30,North,Liaoning,5090
2015 31,North,Liaoning,4850
2015 32,North,Liaoning,5140
2015 33,North,Liaoning,4910
2015 34,North,Liaoning,5300
2015 35,North,Liaoning,5270
2015 36,North,Liaoning,4730
2015 37,North,Liaoning,4390
2015 38,North,Liaoning,4460
2015 39,North,Liaoning,4800
2015 40,North,Liaoning,5050
2015 41,North,Liaoning,5050
2015 42,North,Liaoning,5030
2015 43,North,Liaoning,5140
2015 44,North,Liaoning,4940
2015 45,North,Liaoning,4480
2015 46,North,Liaoning,3940
2015 47,North,Liaoning,4400
2015 48,North,Liaoning,4380
2015 49,North,Liaoning,3800
2015 50,North,Liaoning,3930
2015 51,North,Liaoning,4300
2015 52,North,Liaoning,4480
2015 53,North,Liaoning,4060
2016 01,North,Liaoning,4200
2016 02,North,Liaoning,4180
2016 03,North,Liaoning,4470
2016 04,North,Liaoning,4840
2016 05,North,Liaoning,4550
2016 06,North,Liaoning,4370
2016 07,North,Liaoning,4290
2016 08,North,Liaoning,4230
2016 09,North,Liaoning,4200
2016 10,North,Liaoning,4120
2016 11,North,Liaoning,3890
2016 12,North,Liaoning,4140
2016 13,North,Liaoning,4690
2016 14,North,Liaoning,4540
2016 15,North,Liaoning,4370
2016 16,North,Liaoning,4090
2016 17,North,Liaoning,4160
2016 18,North,Liaoning,4040
2016 19,North,Liaoning,4120
2016 20,North,Liaoning,4120
2016 21,North,Liaoning,4010
2016 22,North,Liaoning,3690
2016 23,North,Liaoning,3700
2016 24,North,Liaoning,4070
2016 25,North,Liaoning,3740
2016 26,North,Liaoning,4060
2016 27,North,Liaoning,4590
2016 28,North,Liaoning,4660
2016 29,North,Liaoning,4990
2016 30,North,Liaoning,4930
2016 31,North,Liaoning,5130
2016 32,North,Liaoning,5110
2016 33,North,Liaoning,4940
2016 34,North,Liaoning,4520
2016 35,North,Liaoning,4630
2016 36,North,Liaoning,4540
2016 37,North,Liaoning,5490
2016 38,North,Liaoning,5400
2016 39,North,Liaoning,5350
2016 40,North,Liaoning,5550
2016 41,North,Liaoning,5590
2016 42,North,Liaoning,5510
2016 43,North,Liaoning,5510
2016 44,North,Liaoning,5480
2016 45,North,Liaoning,4840
2016 46,North,Liaoning,4950
2016 47,North,Liaoning,5120
2016 48,North,Liaoning,5630
2016 49,North,Liaoning,5060
2016 50,North,Liaoning,5480
2016 51,North,Liaoning,5480
2016 52,North,Liaoning,5360
2017 01,North,Liaoning,6110
2017 02,North,Liaoning,5790
2017 03,North,Liaoning,6000
2017 04,North,Liaoning,5960
2017 05,North,Liaoning,6490
2017 06,North,Liaoning,6770
2017 07,North,Liaoning,6590
2017 08,North,Liaoning,6240
2017 09,North,Liaoning,6150
2017 10,North,Liaoning,5990
2017 11,North,Liaoning,5950
2017 12,North,Liaoning,6530
2017 13,North,Liaoning,6380
2017 14,North,Liaoning,6470
2017 15,North,Liaoning,6720
2017 16,North,Liaoning,6770
2017 17,North,Liaoning,6830
2017 18,North,Liaoning,7980
2017 19,North,Liaoning,8210
2017 20,North,Liaoning,7990
2017 21,North,Liaoning,8240
2017 22,North,Liaoning,8510
2017 23,North,Liaoning,8180
2017 24,North,Liaoning,8190
2017 25,North,Liaoning,8440
2017 26,North,Liaoning,8500
2017 27,North,Liaoning,8700
2017 28,North,Liaoning,8810
2017 29,North,Liaoning,8790
2017 30,North,Liaoning,9180
2017 31,North,Liaoning,9410
2017 32,North,Liaoning,9160
2017 33,North,Liaoning,8940
2017 34,North,Liaoning,8710
2017 35,North,Liaoning,8900
2017 36,North,Liaoning,8590
2017 37,North,Liaoning,8530
2017 38,North,Liaoning,8130
2017 39,North,Liaoning,8120
2017 40,North,Liaoning,7550
2017 41,North,Liaoning,7550
2017 42,North,Liaoning,7240
2017 43,North,Liaoning,7240
2017 44,North,Liaoning,7490
2017 45,North,Liaoning,7670
2017 46,North,Liaoning,7500
2017 47,North,Liaoning,7950
2017 48,North,Liaoning,7640
2017 49,North,Liaoning,7760
2017 50,North,Liaoning,7800
2017 51,North,Liaoning,7950
2017 52,North,Liaoning,7910
2018 01,North,Liaoning,7940
2018 02,North,Liaoning,8900
2018 03,North,Liaoning,9330
2018 04,North,Liaoning,9590
2018 05,North,Liaoning,9560
2018 06,North,Liaoning,9270
2018 07,North,Liaoning,9500
2018 08,North,Liaoning,9500
2018 09,North,Liaoning,9660
2018 10,North,Liaoning,9430
2018 11,North,Liaoning,9230
2018 12,North,Liaoning,8870
2018 13,North,Liaoning,9030
2018 14,North,Liaoning,10100
2018 15,North,Liaoning,10100
2018 16,North,Liaoning,10020
2018 17,North,Liaoning,9980
2018 18,North,Liaoning,9870
2018 19,North,Liaoning,10180
2018 20,North,Liaoning,10180
2018 21,North,Liaoning,10120
2018 22,North,Liaoning,10160
2018 23,North,Liaoning,9320
2018 24,North,Liaoning,9160
2018 25,North,Liaoning,8940
2018 26,North,Liaoning,8760
2018 27,North,Liaoning,9260
2018 28,North,Liaoning,8950
2018 29,North,Liaoning,8750
2018 30,North,Liaoning,8850
2018 31,North,Liaoning,8860
2018 32,North,Liaoning,8890
2018 33,North,Liaoning,8890
2018 34,North,Liaoning,8790
2018 35,North,Liaoning,8790
2018 36,North,Liaoning,8400
2018 37,North,Liaoning,8590
2018 38,North,Liaoning,8930
2018 39,North,Liaoning,8460
2018 40,North,Liaoning,8460
2018 41,North,Liaoning,8970
2018 42,North,Liaoning,8970
2018 43,North,Liaoning,9460
2018 44,North,Liaoning,9430
2018 45,North,Liaoning,9170
2018 46,North,Liaoning,8100
2018 47,North,Liaoning,8880
2018 48,North,Liaoning,8880
2018 49,North,Liaoning,9020
2018 50,North,Liaoning,9300
2018 51,North,Liaoning,9230
2018 52,North,Liaoning,9760
2019 01,North,Liaoning,9730
2019 02,North,Liaoning,9600
2019 03,North,Liaoning,9650
2019 04,North,Liaoning,9360
2019 05,North,Liaoning,9220
2019 06,North,Liaoning,9980
2019 07,North,Liaoning,9980
2019 08,North,Liaoning,9800
2019 09,North,Liaoning,10040
2019 10,North,Liaoning,10010
2019 11,North,Liaoning,9630
2019 12,North,Liaoning,9220
2019 13,North,Liaoning,8810
2019 14,North,Liaoning,8970
2019 15,North,Liaoning,9300
2019 16,North,Liaoning,9290
2019 17,North,Liaoning,9150
2019 18,North,Liaoning,9790
2019 19,North,Liaoning,9870
2019 20,North,Liaoning,9820
2019 21,North,Liaoning,9860
2019 22,North,Liaoning,10020
2019 23,North,Liaoning,9440
2019 24,North,Liaoning,9200
2019 25,North,Liaoning,9150
2019 26,North,Liaoning,8570
2019 27,North,Liaoning,8060
2019 28,North,Liaoning,8130
2019 29,North,Liaoning,8020
2019 30,North,Liaoning,7710
2019 31,North,Liaoning,8120
2019 32,North,Liaoning,8630
2019 33,North,Liaoning,9000
2019 34,North,Liaoning,8250
2019 35,North,Liaoning,8550
2019 36,North,Liaoning,8700
2019 37,North,Liaoning,8590
2019 38,North,Liaoning,8610
2019 39,North,Liaoning,7920
2019 40,North,Liaoning,8140
2019 41,North,Liaoning,8140
2019 42,North,Liaoning,8080
2019 43,North,Liaoning,8620
2019 44,North,Liaoning,8100
2019 45,North,Liaoning,7810
2019 46,North,Liaoning,7300
2019 47,North,Liaoning,6960
2019 48,North,Liaoning,7190
2019 49,North,Liaoning,7380
2019 50,North,Liaoning,7970
2019 51,North,Liaoning,8180
2019 52,North,Liaoning,8040
2020 01,North,Liaoning,7900
2020 02,North,Liaoning,7850
2020 03,North,Liaoning,8060
2020 04,North,Liaoning,7840
2020 05,North,Liaoning,8300
2020 06,North,Liaoning,8300
2020 07,North,Liaoning,8940
2020 08,North,Liaoning,8940
2020 09,North,Liaoning,8130
2020 10,North,Liaoning,8020
2020 11,North,Liaoning,7890
2020 12,North,Liaoning,7920
2020 13,North,Liaoning,7920
2020 14,North,Liaoning,7540
2020 15,North,Liaoning,7980
2020 16,North,Liaoning,8290
2020 17,North,Liaoning,8310
2020 18,North,Liaoning,8020
2020 19,North,Liaoning,8120
2020 20,North,Liaoning,7920
2020 21,North,Liaoning,7430
2020 22,North,Liaoning,7160
2020 23,North,Liaoning,7260
2020 24,North,Liaoning,7300
2020 25,North,Liaoning,7440
2020 26,North,Liaoning,7600
2020 27,North,Liaoning,7830
2020 28,North,Liaoning,7820
2020 29,North,Liaoning,7850
2020 30,North,Liaoning,7670
2020 31,North,Liaoning,7410
2020 32,North,Liaoning,7010
2020 33,North,Liaoning,7040
2020 34,North,Liaoning,6990
2020 35,North,Liaoning,7020
2020 36,North,Liaoning,6960
2020 37,North,Liaoning,7070
2020 38,North,Liaoning,7590
2020 39,North,Liaoning,8000
2020 40,North,Liaoning,8000
2020 41,North,Liaoning,8200
2020 42,North,Liaoning,8200
2020 43,North,Liaoning,7560
2020 44,North,Liaoning,7330
2020 45,North,Liaoning,7860
2020 46,North,Liaoning,8030
2020 47,North,Liaoning,7690
2020 48,North,Liaoning,7610
2020 49,North,Liaoning,7740
2020 50,North,Liaoning,7730
2020 51,North,Liaoning,8240
2020 52,North,Liaoning,7720
2020 53,North,Liaoning,7580
2021 01,North,Liaoning,7930
2021 02,North,Liaoning,8150
2021 03,North,Liaoning,8430
2021 04,North,Liaoning,7930
2021 05,North,Liaoning,8150
2021 06,North,Liaoning,7780
2021 07,North,Liaoning,7780
2021 08,North,Liaoning,7810
2021 09,North,Liaoning,7770
2021 10,North,Liaoning,7760
2021 11,North,Liaoning,8140
2021 12,North,Liaoning,8520
2021 13,North,Liaoning,8300
2021 14,North,Liaoning,8790
2021 15,North,Liaoning,9490
2021 16,North,Liaoning,9520
2021 17,North,Liaoning,10080
2021 18,North,Liaoning,10020
2021 19,North,Liaoning,9650
2021 20,North,Liaoning,9750
2021 21,North,Liaoning,9720
2021 22,North,Liaoning,9290
2021 23,North,Liaoning,8650
2021 24,North,Liaoning,7680
2021 25,North,Liaoning,7460
2021 26,North,Liaoning,7700
2021 27,North,Liaoning,8070
2021 28,North,Liaoning,7590
2021 29,North,Liaoning,7080
2021 30,North,Liaoning,6950
2021 31,North,Liaoning,6910
2021 32,North,Liaoning,6780
2021 33,North,Liaoning,6870
2021 34,North,Liaoning,6850
2021 35,North,Liaoning,6900
2021 36,North,Liaoning,6490
2021 37,North,Liaoning,5890
2021 38,North,Liaoning,6070
2021 39,North,Liaoning,6190
2021 40,North,Liaoning,5870
2021 41,North,Liaoning,6270
2021 42,North,Liaoning,6180
2021 43,North,Liaoning,6850
2021 44,North,Liaoning,7160
2021 45,North,Liaoning,7800
2021 46,North,Liaoning,7820
2021 47,North,Liaoning,7850
2021 48,North,Liaoning,7760
2021 49,North,Liaoning,8160
2021 50,North,Liaoning,8040
2021 51,North,Liaoning,7850
2021 52,North,Liaoning,8130
2022 01,North,Liaoning,8560
2022 02,North,Liaoning,8750
2022 03,North,Liaoning,8930
2022 04,North,Liaoning,9060
2022 05,North,Liaoning,9750
2022 06,North,Liaoning,10130
2022 07,North,Liaoning,10140
2022 08,North,Liaoning,10180
2022 09,North,Liaoning,10380
2022 10,North,Liaoning,10430
2022 11,North,Liaoning,10060
2022 12,North,Liaoning,10270
2022 13,North,Liaoning,10070
2022 14,North,Liaoning,10230
2022 15,North,Liaoning,10270
2022 16,North,Liaoning,10040
2022 17,North,Liaoning,10180
2022 18,North,Liaoning,10230
2022 19,North,Liaoning,10170
2022 20,North,Liaoning,10250
2022 21,North,Liaoning,10550
2022 22,North,Liaoning,9910
2022 23,North,Liaoning,9540
2022 24,North,Liaoning,8900
2022 25,North,Liaoning,8430
2022 26,North,Liaoning,8410
2022 27,North,Liaoning,8420
2022 28,North,Liaoning,8330
2022 29,North,Liaoning,8460
2022 30,North,Liaoning,8980
2022 31,North,Liaoning,8670
2022 32,North,Liaoning,8430
2022 33,North,Liaoning,8160
2022 34,North,Liaoning,7520
2022 35,North,Liaoning,7400
2022 36,North,Liaoning,6840
2022 37,North,Liaoning,6470
2022 38,North,Liaoning,6200
2022 39,North,Liaoning,5890
2022 40,North,Liaoning,5360
2022 41,North,Liaoning,5450
2022 42,North,Liaoning,5610
2022 43,North,Liaoning,6190
2022 44,North,Liaoning,6420
2022 45,North,Liaoning,6660
2022 46,North,Liaoning,6670
2022 47,North,Liaoning,6930
2022 48,North,Liaoning,7050
2022 49,North,Liaoning,7110
2022 50,North,Liaoning,7000
2022 51,North,Liaoning,6800
2022 52,North,Liaoning,7230
2023 01,North,Liaoning,7440
2023 02,North,Liaoning,7610
2023 03,North,Liaoning,7590
2023 04,North,Liaoning,7590
2023 05,North,Liaoning,7390
2023 06,North,Liaoning,7590
2023 07,North,Liaoning,7160
2023 08,North,Liaoning,7010
2023 09,North,Liaoning,6450
2023 10,North,Liaoning,6570
2023 11,North,Liaoning,6510
2023 12,North,Liaoning,6480
2023 13,North,Liaoning,6850
2023 14,North,Liaoning,6910
2023 15,North,Liaoning,6690
2023 16,North,Liaoning,6360
2023 17,North,Liaoning,6372
2015 01,North,"Municipalities (Tianjin, Shanghai)",8260
2015 02,North,"Municipalities (Tianjin, Shanghai)",8680
