Exchange Date,HIGH,LOW,OPEN,CLOSE,VOLUME,COUNT,RIC,Description,Interval,Currency,FriendlyName
2015-04-24,,,,50.5,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-04-27,,,,51.37,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-04-28,,,,50.92,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-04-29,50.98,50.98,50.98,51.33,2,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-04-30,,,,51.33,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-05-01,,,,54,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-05-04,,,,56.37,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-05-05,58.77,56.75,56.75,57.37,24,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-05-06,,,,59.5,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-05-07,57.75,57.74,57.74,58.33,16,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-05-08,,,,59.33,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-05-11,,,,59.96,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-05-12,,,,59.37,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-05-13,,,,59.31,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-05-14,,,,58.31,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-05-15,,,,58.75,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-05-18,,,,58.94,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-05-19,,,,58.5,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-05-20,,,,58.5,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-05-21,,,,59.08,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-05-22,,,,58.88,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-05-25,,,,59.5,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-05-26,,,,59.92,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-05-27,,,,60.17,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-05-28,,,,60.42,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-05-29,,,,60.42,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-06-01,,,,60.74,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-06-02,61.6,60.8,61.6,62.29,5,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-06-03,62,62,62,62,18,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-06-04,62.8,62.8,62.8,62.44,1,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-06-05,,,,61.75,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-06-08,61.4,61.4,61.4,61.17,1,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-06-09,63,62,63,61.91,2,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-06-10,63.5,63,63.5,63.57,12,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-06-11,65,65,65,64.7,4,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-06-12,,,,63.46,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-06-15,,,,62.5,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-06-16,,,,61.88,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-06-17,,,,61.06,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-06-18,,,,61.5,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-06-19,,,,61.62,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-06-22,,,,61.62,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-06-23,,,,62.12,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-06-24,,,,62.25,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-06-25,,,,62.08,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-06-26,,,,62,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-06-29,,,,62.17,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-06-30,,,,62.33,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-07-01,,,,54.88,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-07-02,55.55,54.86,55.15,53.63,41,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-07-03,54,53.4,54,53.17,3,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-07-06,51.4,51.4,51.4,50.3,1,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-07-07,49.4,49.4,49.4,48.75,1,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-07-08,46.55,46.45,46.45,46,2,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-07-09,48.5,48.25,48.25,48.88,12,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-07-10,49.1,48.75,49.1,49.92,30,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-07-13,,,,49.88,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-07-14,,,,50.33,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-07-15,50.2,50.2,50.2,50.25,10,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-07-16,,,,50.08,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-07-17,,,,50.5,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-07-20,,,,51.5,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-07-21,,,,51.5,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-07-22,,,,51,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-07-23,,,,51.25,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-07-24,,,,51.13,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-07-27,,,,51.2,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-07-28,,,,51.09,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-07-29,,,,51.59,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-07-30,,,,51.58,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-07-31,,,,51.57,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-08-03,54.05,53.9,53.9,53.44,2,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-08-04,53.4,53.34,53.4,53.67,3,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-08-05,54.5,54.12,54.12,55.17,24,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-08-06,,,,54.74,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-08-07,,,,53.75,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-08-10,54.23,54.23,54.23,53.58,4,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-08-11,55.42,54.05,54.05,53.21,10,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-08-12,,,,53.65,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-08-13,55.4,55.4,55.4,54.94,2,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-08-14,55.88,54.92,55.88,55.25,6,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-08-17,55,55,55,54.8,6,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-08-18,,,,55.28,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-08-19,,,,55.16,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-08-20,,,,55.17,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-08-21,,,,55.46,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-08-24,55.1,55.1,55.1,54.88,5,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-08-25,,,,54.88,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-08-26,54.75,54.75,54.75,54.8,1,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-08-27,,,,54.96,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-08-28,,,,55.08,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-08-31,,,,55.28,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-09-01,55.17,54.72,55.17,55,9,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-09-02,,,,54.75,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-09-03,,,,55.44,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-09-04,,,,55.44,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-09-07,55.15,55.15,55.15,54.62,10,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-09-08,,,,55.28,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-09-09,57.05,56.5,56.5,56.92,3,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-09-10,57.2,57.15,57.2,58,2,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-09-11,57.7,57.4,57.7,57.06,4,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-09-14,,,,56.25,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-09-15,55.8,55.8,55.8,55.41,7,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-09-16,55.9,55.7,55.7,55.85,20,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-09-17,,,,56.16,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-09-18,,,,56.25,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-09-21,56.3,56.3,56.3,56.54,10,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-09-22,,,,56.5,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-09-23,,,,56.5,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-09-24,,,,56.5,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-09-25,,,,56.5,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-09-28,,,,56.43,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-09-29,,,,56.43,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-09-30,,,,56.35,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-10-01,,,,52.7,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-10-02,,,,52.65,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-10-05,,,,53.08,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-10-06,,,,53.5,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-10-07,54.25,54.25,54.25,53.42,1,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-10-08,54.35,52.86,53.44,53.67,127,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-10-09,55.15,54.75,54.75,54.87,18,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-10-12,,,,54.25,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-10-13,,,,53.63,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-10-14,,,,53.53,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-10-15,53.72,53.72,53.72,53.5,50,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-10-16,53.15,53.15,53.15,52.88,3,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-10-19,,,,53.17,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-10-20,53.5,53.5,53.5,53.62,1,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-10-21,,,,53.19,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-10-22,,,,53,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-10-23,,,,53,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-10-26,,,,53.21,10,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-10-27,,,,53.14,5,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-10-28,,,,53.05,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-10-29,,,,52.83,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-10-30,,,,52.74,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-11-02,47.85,47.5,47.85,47.43,28,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-11-03,46.82,46.2,46.82,46.33,26,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-11-04,46.57,46.57,46.57,47.27,14,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-11-05,46.7,46.5,46.7,46.46,14,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-11-06,46.84,46.84,46.84,46.79,10,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-11-09,47.65,46.95,46.95,47.81,3,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-11-10,,,,47.5,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-11-11,,,,47.6,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-11-12,,,,47.38,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
2015-11-13,,,,47.38,,-1,SZZFc1,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 1,daily,USD,SGX TSI Iron Ore - Front Month
