Date,HIGH_x,LOW_x,OPEN_x,CLOSE_x,VOLUME_x,HIGH_y,LOW_y,OPEN_y,VOLUME_y,Overall Sentiment,flows_daily_total,china_daily_import,row_daily_import,aus_daily_export,brazil_daily_export,row_daily_export,polarity_avg_daily,article_count_daily,stocks_daily
2015-01-12,70.27,70.27,70.27,69.09,12.2,68.8,68.05,68.8,85.0,Neutral,16134849.288,7442642.43,8692206.858,12161385.711,3698091.0,275372.577,0.0,0,0.2106857142857143
2015-01-13,69.9,69.9,69.9,68.67,14.0,67.975,67.44999999999999,67.82499999999999,50.0,Neutral,2467851.134,1930642.932,537208.202,1600050.294,582780.0,285020.83999999997,0.0,0,0.2106857142857143
2015-01-14,69.53,69.53,69.53,68.28,15.8,67.15,66.85,66.85,15.0,Neutral,1146820.408,910033.419,236786.989,1146820.408,0.0,0.0,0.0,0,0.2106857142857143
2015-01-15,69.16,69.16,69.16,69.06,17.6,68.32,66.75,66.75,80.0,Neutral,2691188.066,1880673.885,810514.181,1813361.396,817878.0,59948.67,0.0,0,0.2106857142857143
2015-01-16,68.79,68.79,68.79,69.03,19.4,67.87,67.6,67.8,19.0,Neutral,2171668.4390000002,1237691.851,933976.588,1821865.439,349803.0,0.0,0.0,0,0.2106857142857143
2015-01-17,68.79,68.79,68.79,69.03,19.4,67.87,67.6,67.8,19.0,Neutral,2376136.002,1994908.62,381227.382,1631774.5,494078.0,250283.50199999998,0.0,0,0.2106857142857143
2015-01-18,68.79,68.79,68.79,69.03,19.4,67.87,67.6,67.8,19.0,Neutral,2690030.358,1432964.073,1257066.285,2037650.9139999999,391445.903,260933.54099999997,0.0,0,0.2106857142857143
2015-01-19,68.42,68.42,68.42,68.83,21.2,68.0,67.22,67.22,25.0,Neutral,6717111.732,3947605.3170000003,2769506.415,328057.31700000004,4920344.694,1468709.7210000001,0.0,0,0.08358
2015-01-20,68.05,68.05,68.05,68.69,23.0,67.42,67.35,67.42,9.0,Neutral,711476.071,547983.764,163492.307,449038.59099999996,172600.0,89837.48,0.0,0,0.08358
2015-01-21,67.68,67.68,67.68,68.03,24.8,66.73,66.22,66.22,50.0,Neutral,2560599.634,1956742.937,603856.6969999999,2064575.284,496024.35,0.0,0.0,0,0.08358
2015-01-22,67.31,67.31,67.31,68.0,26.6,66.2,66.1,66.2,6.0,Non-neutral,1201187.8,991223.656,209964.14399999997,960785.8,240402.0,0.0,-0.0101010101010101,1,0.08358
2015-01-23,66.94,66.94,66.94,67.66,28.400000000000002,65.8,65.1,65.8,341.0,Neutral,2118362.172,1518431.982,599930.19,1513952.246,562300.0,42109.926,0.0,0,0.08358
2015-01-24,66.94,66.94,66.94,67.66,28.400000000000002,65.8,65.1,65.8,341.0,Neutral,1957667.574,1557439.4610000001,400228.113,1912875.4610000001,0.0,44792.113,0.0,0,0.08358
2015-01-25,66.94,66.94,66.94,67.66,28.400000000000002,65.8,65.1,65.8,341.0,Neutral,1823652.066,1354893.3530000001,468758.713,1281755.99,477357.0,64539.076,0.0,0,0.08358
2015-01-26,66.57,66.57,66.57,67.67,30.2,63.63,62.46,63.63,30.0,Non-neutral,19921801.599,12426115.581,7495686.018,18089980.488,1544166.0,287655.111,0.05,2,0.30554857142857145
2015-01-27,66.2,66.2,66.2,67.75,32.0,62.7,62.35,62.7,30.0,Neutral,2149171.637,1464155.079,685016.558,1427438.754,412167.0,309565.88300000003,0.0,0,0.30554857142857145
2015-01-28,65.83,65.83,65.83,67.58,33.8,62.95,62.5,62.7,20.0,Neutral,1770560.095,1345021.173,425538.922,1545533.095,225027.0,0.0,0.0,0,0.30554857142857145
2015-01-29,65.46,65.46,65.46,67.62,35.6,63.0,62.55,62.75,25.0,Neutral,1930461.4039999999,1475157.517,455303.887,1656839.404,273622.0,0.0,0.0,0,0.30554857142857145
2015-01-30,65.09,65.09,65.09,67.2,37.4,62.6,62.5,62.6,10.0,Non-neutral,1548920.59,1468639.26,80281.33,1380440.59,168480.0,0.0,-0.4833333333333333,1,0.30554857142857145
2015-01-31,65.09,65.09,65.09,67.2,37.4,62.6,62.5,62.6,10.0,Neutral,2509380.75,1616868.186,892512.564,2013784.473,495596.277,0.0,0.0,0,0.30554857142857145
2015-02-01,65.09,65.09,65.09,67.2,37.4,62.6,62.5,62.6,10.0,Neutral,2534306.615,1745256.276,789050.3389999999,1671731.498,611539.0,251036.11700000003,0.0,0,0.30554857142857145
2015-02-02,64.72,64.72,64.72,61.94,39.2,61.71,61.61,61.61,9.0,Neutral,18457089.291,13162578.03,5294511.261,17001078.291,1456011.0,0.0,0.0,3,0.23294857142857145
2015-02-03,64.35,64.35,64.35,63.0,41.0,62.37,61.88,61.88,175.0,Neutral,1683060.225,1430634.532,252425.693,1656389.317,0.0,26670.908,0.0,0,0.23294857142857145
2015-02-04,63.98,63.98,63.98,63.08,42.800000000000004,62.285,61.725,62.040000000000006,142.5,Neutral,1869326.271,1375810.203,493516.06799999997,1531568.815,278459.0,59298.456,0.0,0,0.23294857142857145
2015-02-05,63.61,63.61,63.61,61.94,44.6,62.2,61.57,62.2,110.0,Neutral,2053628.38,1755589.953,298038.427,1827863.437,173380.35,52384.593,0.0,0,0.23294857142857145
2015-02-06,63.24,63.24,63.24,62.62,46.4,62.25,61.1,61.4,40.0,Neutral,1127455.676,733444.749,394010.92699999997,1022841.877,0.0,104613.79899999998,0.0,0,0.23294857142857145
2015-02-07,63.24,63.24,63.24,62.62,46.4,62.25,61.1,61.4,40.0,Neutral,1845171.714,1235645.496,609526.218,1397178.789,275052.0,172940.925,0.0,0,0.23294857142857145
2015-02-08,63.24,63.24,63.24,62.62,46.4,62.25,61.1,61.4,40.0,Neutral,2097080.151,1638624.304,458455.847,1978839.851,0.0,118240.3,0.0,0,0.23294857142857145
2015-02-09,62.87,62.87,62.87,61.83,48.2,61.9,61.6,61.6,10.0,Neutral,12792293.901,12344222.124,448071.777,12344222.124,0.0,448071.777,0.0,0,0.19002
2015-02-10,62.5,62.5,62.5,62.3,50.0,62.0,61.98,62.0,10.0,Neutral,3240651.414,2467917.665,772733.749,2048438.088,828674.538,363538.788,0.0,0,0.19002
2015-02-11,62.464285714285715,62.464285714285715,62.464285714285715,62.56,46.57142857142857,62.375,62.16,62.17,20.0,Neutral,1935206.151,989488.0480000001,945718.103,1609561.151,325645.0,0.0,0.0,0,0.19002
2015-02-12,62.42857142857143,62.42857142857143,62.42857142857143,62.38,43.142857142857146,62.75,62.34,62.34,30.0,Non-neutral,2246093.966,1214977.91,1031116.056,1482607.861,709464.0619999999,54022.043,0.05357142857142855,2,0.19002
2015-02-13,62.392857142857146,62.392857142857146,62.392857142857146,62.75,39.714285714285715,63.5,63.22,63.25,20.0,Neutral,1730338.583,1672952.469,57386.114,1730338.583,0.0,0.0,0.0,0,0.19002
2015-02-14,62.392857142857146,62.392857142857146,62.392857142857146,62.75,39.714285714285715,63.5,63.22,63.25,20.0,Neutral,1609043.105,879914.997,729128.108,1436824.447,165000.0,7218.658,0.0,0,0.19002
2015-02-15,62.392857142857146,62.392857142857146,62.392857142857146,62.75,39.714285714285715,63.5,63.22,63.25,20.0,Neutral,2517636.675,2127636.675,390000.0,2127636.675,390000.0,0.0,0.0,0,0.19002
2015-02-16,62.357142857142854,62.357142857142854,62.357142857142854,63.19,36.285714285714285,64.35,64.35,64.35,5.0,Neutral,24798977.946,14764182.3,10034795.646,13587020.559,8771353.533,2440603.8540000003,0.0,0,0.23093285714285713
2015-02-17,62.32142857142857,62.32142857142857,62.32142857142857,63.0,32.85714285714286,64.07,64.06,64.07,15.0,Non-neutral,1469468.4109999998,971547.814,497920.59699999995,1275747.677,165730.273,27990.461,-0.0875,2,0.23093285714285713
2015-02-18,62.285714285714285,62.285714285714285,62.285714285714285,62.75,29.42857142857143,63.79,63.769999999999996,63.79,25.0,Neutral,2125388.49,1616330.371,509058.119,1556323.0929999999,424352.765,144712.63199999998,0.0,0,0.23093285714285713
2015-02-19,62.25,62.25,62.25,62.75,26.0,63.51,63.48,63.51,35.0,Neutral,2100854.8279999997,1416544.187,684310.641,1814968.875,285885.953,0.0,0.0,0,0.23093285714285713
2015-02-20,62.214285714285715,62.214285714285715,62.214285714285715,63.0,22.571428571428573,63.230000000000004,63.19,63.230000000000004,45.0,Neutral,1840250.731,1629753.833,210496.898,1396793.833,403455.0,40001.898,0.0,0,0.23093285714285713
2015-02-21,62.214285714285715,62.214285714285715,62.214285714285715,63.0,22.571428571428573,63.230000000000004,63.19,63.230000000000004,45.0,Neutral,1302403.412,735685.9839999999,566717.4280000001,1190208.023,0.0,112195.389,0.0,0,0.23093285714285713
2015-02-22,62.214285714285715,62.214285714285715,62.214285714285715,63.0,22.571428571428573,63.230000000000004,63.19,63.230000000000004,45.0,Neutral,2448360.316,1748799.53,699560.786,1471881.098,575501.0,400978.218,0.0,0,0.23093285714285713
2015-02-23,62.17857142857143,62.17857142857143,62.17857142857143,62.75,19.142857142857146,62.95,62.9,62.95,55.0,Neutral,16575920.181,11630368.17,4945552.011,15097227.156,1478693.025,0.0,0.0,0,0.24451714285714285
2015-02-24,62.142857142857146,62.142857142857146,62.142857142857146,62.87,15.714285714285715,63.0,63.0,63.0,50.0,Non-neutral,2410973.9390000002,1487913.858,923060.081,1574224.838,665198.392,171550.709,-0.0124999999999999,3,0.24451714285714285
2015-02-25,62.107142857142854,62.107142857142854,62.107142857142854,62.71,12.285714285714288,62.72,62.25,62.72,51.0,Neutral,1386270.628,952127.841,434142.787,1319885.176,0.0,66385.452,0.0,0,0.24451714285714285
2015-02-26,62.07142857142857,62.07142857142857,62.07142857142857,62.67,8.85714285714286,63.5,62.93,62.93,85.0,Neutral,1748548.066,1131659.106,616888.96,1231291.225,306494.088,210762.75300000003,0.0,0,0.24451714285714285
2015-02-27,62.035714285714285,62.035714285714285,62.035714285714285,62.67,5.428571428571431,63.2,63.2,63.2,4.0,Neutral,2290871.74,1818511.138,472360.60199999996,1357288.012,622336.0,311247.728,0.0,0,0.24451714285714285
2015-02-28,62.035714285714285,62.035714285714285,62.035714285714285,62.67,5.428571428571431,63.2,63.2,63.2,4.0,Non-neutral,2403495.114,1987291.73,416203.38399999996,1936691.344,345922.538,120881.23199999999,0.2,2,0.24451714285714285
2015-03-01,62.035714285714285,62.035714285714285,62.035714285714285,62.67,5.428571428571431,63.2,63.2,63.2,4.0,Neutral,2200924.446,1636826.954,564097.492,1872698.919,163832.0,164393.527,0.0,0,0.24451714285714285
2015-03-02,62.0,62.0,62.0,62.19,2.0,61.95,61.9,61.9,20.0,Neutral,16922158.704,15535600.218,1386558.486,14096520.594,2331909.0,493729.11,0.0,0,0.2460342857142857
2015-03-03,61.75904761904762,61.75904761904762,61.75904761904762,62.28,25.714285714285715,61.64,61.21,61.614999999999995,22.5,Neutral,2355742.011,1353920.198,1001821.813,1424881.783,738812.296,192047.932,0.0,0,0.2460342857142857
2015-03-04,61.518095238095235,61.518095238095235,61.518095238095235,60.63,49.42857142857143,61.33,60.52,61.33,25.0,Non-neutral,1135409.6439999999,796289.494,339120.15,875124.644,260285.0,0.0,-0.05,1,0.2460342857142857
2015-03-05,61.277142857142856,61.277142857142856,61.277142857142856,59.92,73.14285714285714,59.25,58.4,59.25,35.0,Neutral,2432164.715,1908478.147,523686.568,1967934.7210000001,169460.0,294769.994,0.0,3,0.2460342857142857
2015-03-06,61.03619047619048,61.03619047619048,61.03619047619048,58.33,96.85714285714286,58.55,57.72,58.3,100.0,Neutral,1265945.711,1072466.712,193478.999,1265945.711,0.0,0.0,0.0,0,0.2460342857142857
2015-03-07,61.03619047619048,61.03619047619048,61.03619047619048,58.33,96.85714285714286,58.55,57.72,58.3,100.0,Neutral,2798085.0810000002,1712721.752,1085363.329,2044983.686,650614.0,102487.39499999999,0.0,0,0.2460342857142857
2015-03-08,61.03619047619048,61.03619047619048,61.03619047619048,58.33,96.85714285714286,58.55,57.72,58.3,100.0,Neutral,1636961.4,1082762.785,554198.615,1387678.721,170638.0,78644.679,0.0,0,0.2460342857142857
2015-03-09,60.7952380952381,60.7952380952381,60.7952380952381,58.84,120.57142857142858,58.16,57.3,58.16,45.0,Neutral,17075440.233,14126379.975,2949060.258,14817959.604,1538864.1,718616.529,0.0,0,0.29391
2015-03-10,60.55428571428571,60.55428571428571,60.55428571428571,58.06,144.28571428571428,57.0,56.5,57.0,505.0,Non-neutral,1892907.446,1297602.112,595305.334,1351415.525,489737.668,51754.253,-0.0458333333333333,1,0.29391
2015-03-11,60.31333333333333,60.31333333333333,60.31333333333333,58.19,168.0,56.7,56.3,56.6,15.0,Non-neutral,1491712.7049999998,1141369.025,350343.68,1362942.085,35749.151,93021.469,0.5,1,0.29391
2015-03-12,60.07238095238095,60.07238095238095,60.07238095238095,58.91,191.71428571428572,57.55,57.15,57.5,25.0,Non-neutral,443697.44299999997,283697.44299999997,160000.0,283697.44299999997,160000.0,0.0,-0.2,1,0.29391
2015-03-13,59.83142857142857,59.83142857142857,59.83142857142857,58.21,215.42857142857144,56.98,56.85,56.98,15.0,Neutral,826363.223,553170.871,273192.35199999996,826363.223,0.0,0.0,0.0,1,0.29391
2015-03-14,59.83142857142857,59.83142857142857,59.83142857142857,58.21,215.42857142857144,56.98,56.85,56.98,15.0,Neutral,2288552.823,1724971.958,563580.865,1638168.355,390300.0,260084.468,0.0,0,0.29391
2015-03-15,59.83142857142857,59.83142857142857,59.83142857142857,58.21,215.42857142857144,56.98,56.85,56.98,15.0,Non-neutral,2505988.944,1839731.346,666257.598,1814954.843,401008.0,290026.101,0.0833333333333333,1,0.29391
2015-03-16,59.59047619047619,59.59047619047619,59.59047619047619,58.58,239.14285714285717,57.16,56.1,56.27,40.0,Non-neutral,18272138.031,13456238.157,4815899.874,13868722.782,4403415.249,0.0,-0.0625,1,0.24762857142857145
2015-03-17,59.34952380952381,59.34952380952381,59.34952380952381,58.57,262.8571428571429,57.4,56.6,57.4,117.0,Neutral,2412251.538,2085367.754,326883.784,2081072.277,86757.014,244422.247,0.0,0,0.24762857142857145
2015-03-18,59.10857142857143,59.10857142857143,59.10857142857143,57.25,286.57142857142856,55.85,54.9,55.75,41.0,Neutral,2782579.269,2003390.972,779188.297,1696612.3090000001,1085966.96,0.0,0.0,0,0.24762857142857145
2015-03-19,58.867619047619044,58.867619047619044,58.867619047619044,56.98,310.2857142857143,55.29,54.6,55.29,50.0,Non-neutral,2761234.648,1719577.811,1041656.837,2138110.461,568218.235,54905.952,0.052777777777777805,3,0.24762857142857145
2015-03-20,58.626666666666665,58.626666666666665,58.626666666666665,56.92,334.0,54.79,52.78,54.79,15.0,Neutral,1879235.162,1296653.061,582582.101,1205686.331,525673.598,147875.233,0.0,1,0.24762857142857145
2015-03-21,58.626666666666665,58.626666666666665,58.626666666666665,56.92,334.0,54.79,52.78,54.79,15.0,Neutral,2035524.359,991661.663,1043862.696,1472487.65,391486.0,171550.709,0.0,0,0.24762857142857145
2015-03-22,58.626666666666665,58.626666666666665,58.626666666666665,56.92,334.0,54.79,52.78,54.79,15.0,Non-neutral,1461115.446,1045231.662,415883.784,1244647.938,165000.0,51467.508,0.0270833333333333,2,0.24762857142857145
2015-03-23,58.385714285714286,58.385714285714286,58.385714285714286,54.0,357.7142857142857,54.3,52.8,53.5,80.0,Non-neutral,19185544.152,11682477.801,7503066.351,14746554.585,2811870.72,1627118.8469999998,-0.1,2,0.2645342857142857
2015-03-24,58.1447619047619,58.1447619047619,58.1447619047619,57.33,381.42857142857144,55.5,54.4,54.44,70.0,Neutral,1893916.4649999999,1336415.244,557501.221,1398767.8399999999,249060.0,246088.625,0.0,2,0.2645342857142857
2015-03-25,57.90380952380952,57.90380952380952,57.90380952380952,57.45,405.14285714285717,55.19,54.9,55.11,23.0,Neutral,1912661.5629999998,1229035.016,683626.547,1200054.893,477863.59099999996,234743.079,0.0,0,0.2645342857142857
2015-03-26,57.66285714285714,57.66285714285714,57.66285714285714,57.33,428.8571428571429,54.5,54.0,54.41,90.0,Neutral,2258446.398,1973213.2680000002,285233.13,1691083.096,339863.895,227499.407,0.0,1,0.2645342857142857
2015-03-27,57.42190476190476,57.42190476190476,57.42190476190476,57.13,452.5714285714286,53.21,51.9,52.9,55.0,Neutral,1995034.5050000001,1785068.843,209965.662,1380031.979,424528.946,190473.58000000002,0.0,0,0.2645342857142857
2015-03-28,57.42190476190476,57.42190476190476,57.42190476190476,57.13,452.5714285714286,53.21,51.9,52.9,55.0,Neutral,2193084.578,1661783.243,531301.335,2027332.578,165752.0,0.0,0.0,0,0.2645342857142857
2015-03-29,57.42190476190476,57.42190476190476,57.42190476190476,57.13,452.5714285714286,53.21,51.9,52.9,55.0,Neutral,1764705.8969999999,1548605.703,216100.194,1280970.703,267635.0,216100.194,0.0,0,0.2645342857142857
2015-03-30,57.18095238095238,57.18095238095238,57.18095238095238,57.22,476.28571428571433,52.34,52.0,52.34,6.0,Non-neutral,21654307.44,19147117.338,2507190.102,18354181.707,1568595.285,1731530.4479999999,-0.05,2,0.30319142857142856
2015-03-31,56.94,56.94,56.94,56.94,500.0,51.8,51.0,51.75,29.0,Non-neutral,2226327.977,1751791.438,474536.539,1923747.5459999999,193429.0,109151.431,-0.011805555555555533,3,0.30319142857142856
2015-04-01,50.61,48.7,50.61,47.58,8.0,49.6,47.7,49.53,43.0,Non-neutral,2171895.452,1337595.476,834299.976,1432281.238,666055.0,73559.214,-0.1125,1,0.30319142857142856
2015-04-02,48.0,48.0,48.0,47.13,14.0,47.5,46.54,47.5,41.0,Non-neutral,1905395.648,1525745.719,379649.929,1485909.502,244840.991,174645.155,0.14999999999999997,5,0.30319142857142856
2015-04-03,48.11,48.11,48.11,47.065,14.4,47.516666666666666,46.58,47.22,38.666666666666664,Neutral,1613693.028,1163423.794,450269.234,1385914.098,0.0,227778.93,0.0,1,0.30319142857142856
2015-04-04,48.11,48.11,48.11,47.065,14.4,47.516666666666666,46.58,47.22,38.666666666666664,Neutral,2198236.582,1469507.234,728729.348,1635040.668,563195.914,0.0,0.0,0,0.30319142857142856
2015-04-05,48.11,48.11,48.11,47.065,14.4,47.516666666666666,46.58,47.22,38.666666666666664,Non-neutral,1547241.789,1400338.306,146903.483,1502699.152,0.0,44542.637,0.09722222222222221,3,0.30319142857142856
2015-04-06,48.22,48.22,48.22,47.0,14.8,47.53333333333333,46.62,46.94,36.333333333333336,Non-neutral,18539733.285,13577163.48,4962569.805,12713406.687,4323055.914,1503270.684,-0.05,1,0.2168685714285714
2015-04-07,48.33,48.33,48.33,47.76,15.2,47.55,46.66,46.66,34.0,Neutral,1796808.409,1496069.754,300738.65499999997,1295823.956,446127.594,54856.859,0.0,0,0.2168685714285714
2015-04-08,48.44,48.44,48.44,48.39,15.6,47.8,46.75,47.11,51.0,Non-neutral,1722999.581,1535797.087,187202.494,1722999.581,0.0,0.0,-0.12181186868686866,3,0.2168685714285714
2015-04-09,48.55,48.55,48.55,46.92,16.0,47.0,46.5,46.62,111.0,Neutral,2280971.76,1883726.799,397244.961,1440723.132,833835.667,6412.961,0.0,0,0.2168685714285714
2015-04-10,48.66,48.66,48.66,47.19,16.4,46.1,44.9,45.52,41.0,Neutral,1922383.552,1244307.629,678075.923,1922383.552,0.0,0.0,0.0,0,0.2168685714285714
2015-04-11,48.66,48.66,48.66,47.19,16.4,46.1,44.9,45.52,41.0,Neutral,2037753.95,1488317.418,549436.532,1867644.983,0.0,170108.967,0.0,0,0.2168685714285714
2015-04-12,48.66,48.66,48.66,47.19,16.4,46.1,44.9,45.52,41.0,Neutral,2364075.362,2135608.075,228467.287,1923054.362,441021.0,0.0,0.0,0,0.2168685714285714
2015-04-13,48.769999999999996,48.769999999999996,48.769999999999996,48.87,16.8,48.5,46.45,47.15,54.0,Neutral,23054802.174,15823638.567,7231163.607,17071380.162,4425615.0,1557807.012,0.0,0,0.3218742857142857
2015-04-14,48.88,48.88,48.88,49.75,17.2,49.12,48.19,48.19,35.0,Non-neutral,2769780.579,2002141.968,767638.6109999999,1837789.758,595553.377,336437.444,0.0833333333333333,1,0.3218742857142857
2015-04-15,48.99,48.99,48.99,49.04,17.6,50.0,48.44,49.37,109.0,Neutral,1931159.802,1252355.998,678803.804,1539860.802,391299.0,0.0,0.0,0,0.3218742857142857
2015-04-16,49.1,49.1,49.1,49.26,18.0,50.1,49.16,49.16,43.0,Non-neutral,1351820.147,1180857.228,170962.919,1106134.182,178356.206,67329.759,0.075,2,0.3218742857142857
2015-04-17,49.21,49.21,49.21,50.37,18.4,50.37,49.2,49.52,65.0,Neutral,1797623.453,1383226.043,414397.41,1187130.339,565173.55,45319.564,0.0,0,0.3218742857142857
2015-04-18,49.21,49.21,49.21,50.37,18.4,50.37,49.2,49.52,65.0,Neutral,2347617.019,2128943.053,218673.96600000001,1853732.334,291634.507,202250.178,0.0,0,0.3218742857142857
2015-04-19,49.21,49.21,49.21,50.37,18.4,50.37,49.2,49.52,65.0,Neutral,1280030.192,984610.221,295419.971,1108479.483,0.0,171550.70899999997,0.0,0,0.3218742857142857
2015-04-20,49.32,49.32,49.32,49.34,18.8,50.96,49.89,49.89,33.0,Non-neutral,18148183.956,12624615.765,5523568.191000001,8778510.765,7374455.496,1995217.6949999998,-0.05,1,0.17499857142857142
2015-04-21,49.43,49.43,49.43,49.17,19.2,49.95,49.15,49.15,40.0,Non-neutral,1421949.496,690218.303,731731.193,1073953.558,275594.0,72401.938,-0.1,1,0.17499857142857142
2015-04-22,49.54,49.54,49.54,49.75,19.6,53.0,50.6,50.99,50.0,Neutral,2123241.784,1187835.766,935406.018,1548279.784,574962.0,0.0,0.0,0,0.17499857142857142
2015-04-23,49.65,49.65,49.65,49.63,20.0,52.9,51.79,52.9,41.0,Non-neutral,2037230.712,1305728.639,731502.073,1305728.639,731502.073,0.0,0.1287878787878787,1,0.17499857142857142
2015-04-24,49.9825,49.9825,49.9825,50.5,15.5,56.52,54.73,54.85,36.0,Neutral,1550122.2349999999,730632.713,819489.522,1098456.963,398020.0,53645.272,0.0,0,0.17499857142857142
2015-04-25,49.9825,49.9825,49.9825,50.5,15.5,56.52,54.73,54.85,36.0,Neutral,1863053.746,1584190.765,278862.981,1585118.8869999999,0.0,277934.859,0.0,0,0.17499857142857142
2015-04-26,49.9825,49.9825,49.9825,50.5,15.5,56.52,54.73,54.85,36.0,Neutral,2456852.517,2187176.631,269675.88599999994,1929095.641,171218.0,356538.876,0.0,0,0.17499857142857142
2015-04-27,50.315,50.315,50.315,51.37,11.0,57.9,56.8,56.96,105.0,Non-neutral,22379547.915,14816225.7,7563322.215,14378250.573,7288648.541999999,712648.7999999999,-0.03125,4,0.28838857142857144
2015-04-28,50.647499999999994,50.647499999999994,50.647499999999994,50.92,6.5,58.5,56.8,57.4,84.0,Neutral,1479381.034,1122176.712,357204.322,1479381.034,0.0,0.0,0.0,0,0.28838857142857144
2015-04-29,50.98,50.98,50.98,51.33,2.0,56.55,54.6,56.4,49.0,Non-neutral,2817448.3140000002,1863595.524,953852.79,2175109.473,573971.0,68367.841,0.06718750000000001,4,0.28838857142857144
2015-04-30,52.927499999999995,52.4225,52.4225,51.33,7.5,55.61,54.51,55.56,98.0,Neutral,2463040.588,1858272.998,604767.59,1683553.958,561509.513,217977.117,0.0,1,0.28838857142857144
2015-05-01,54.875,53.864999999999995,53.864999999999995,54.0,13.0,55.254999999999995,54.2,54.725,54.0,Neutral,1932040.225,835345.98,1096694.245,1164914.247,432731.0,334394.978,0.0,1,0.28838857142857144
2015-05-02,54.875,53.864999999999995,53.864999999999995,54.0,13.0,55.254999999999995,54.2,54.725,54.0,Neutral,1645171.077,1416490.881,228680.196,1318112.62,156093.0,170965.457,0.0,0,0.28838857142857144
2015-05-03,54.875,53.864999999999995,53.864999999999995,54.0,13.0,55.254999999999995,54.2,54.725,54.0,Neutral,2103758.145,1683271.389,420486.756,1932638.145,171120.0,0.0,0.0,0,0.28838857142857144
2015-05-04,56.822500000000005,55.3075,55.3075,56.37,18.5,54.9,53.89,53.89,10.0,Neutral,15643950.363,10455391.287,5188559.076,10695962.124,3264941.115,1683047.124,0.0,0,0.18739285714285714
2015-05-05,58.77,56.75,56.75,57.37,24.0,57.23,55.31,55.54,73.0,Neutral,2771513.444,1981774.217,789739.227,2514847.88,0.0,256665.56399999998,0.0,2,0.18739285714285714
2015-05-06,58.260000000000005,57.245000000000005,57.245000000000005,59.5,20.0,58.88,56.96,56.96,32.0,Non-neutral,1322479.39,1102428.392,220050.99800000002,1322479.39,0.0,0.0,-0.03333333333333333,3,0.18739285714285714
2015-05-07,57.75,57.74,57.74,58.33,16.0,57.2,56.3,57.2,9.0,Non-neutral,2131378.954,1656898.051,474480.903,1566761.9540000001,564617.0,0.0,0.0681818181818181,1,0.18739285714285714
2015-05-08,57.96388888888889,57.910000000000004,57.95444444444445,59.33,15.38888888888889,58.15,56.6,56.6,56.0,Non-neutral,1830747.655,1468785.005,361962.65,1333551.753,430681.358,66514.544,0.2916666666666667,1,0.18739285714285714
2015-05-09,57.96388888888889,57.910000000000004,57.95444444444445,59.33,15.38888888888889,58.15,56.6,56.6,56.0,Neutral,2116713.933,1480482.429,636231.504,1883114.73,174349.0,59250.203,0.0,0,0.18739285714285714
2015-05-10,57.96388888888889,57.910000000000004,57.95444444444445,59.33,15.38888888888889,58.15,56.6,56.6,56.0,Neutral,2745100.062,1902016.123,843083.939,1705901.635,819220.971,219977.456,0.0,0,0.18739285714285714
